Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
,,2019,,,,Controversy,Negative,,Medium,vox.com,https://www.vox.com/culture/2019/8/16/20808892/jay-z-nfl-kaepernick-roc-nation-partnership-inspire-change-criticism,"The controversy surrounding Jay-Z’s partnership with the NFL, explained",0.1992927220738094,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Travis Scott,,2019,,,,Controversy,Mixed,,Medium,BBC,https://www.bbc.com/news/newsbeat-46860684,"Super Bowl: Maroon 5, Big Boi and Travis Scott to perform",0.1763942173599449,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Antonio Brown,Retired,2019,,,,Controversy,Negative,,High,SB Nation,https://www.sbnation.com/nfl/2019/8/10/20799558/antonio-brown-helmet-controversy-raiders-nfl-rule-retirement,How you can make sense of the Antonio Brown helmet controversy,0.4220556626830032,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
,,2019,,,,Controversy,Mixed,,Medium,Football Zebras,https://www.footballzebras.com/2019/02/no-momentum-for-big-instant-replay-rule-changes/,No momentum for big instant replay rule changes,0.2048564211504476,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
,,2019,,,,Controversy,Negative,,Medium,vox.com,https://www.vox.com/culture/2019/2/1/18202128/super-bowl-2019-liii-53-halftime-show-controversy-maroon-5-travis-scott-big-boi,"The Super Bowl halftime show controversies, explained",0.1579035123176287,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Antonio Brown,Retired,2019,,,,Controversy,Negative,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/antonio-brown-rumors-retirement-threatened-over-helmet-dispute-timeline-on-injured-feet-up-in-the-air/,"Antonio Brown rumors: Retirement threatened over helmet dispute, timeline on injured feet up in the air",0.4122048442159568,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Rams,,2019,,,,Controversy,Negative,,High,The Herald-Mail,https://www.heraldmailmedia.com/story/news/2019/01/21/fl-officiating-under-fire-no-call-vs-rams-is-latest-controversy-in-2018-19/44296915/,NFL officiating under fire: No-call vs. Rams is latest controversy in 2018-19,0.1776626902779333,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Antonio Brown,Retired,2019,,,,Controversy,Negative,,Medium,New York Post,https://nypost.com/2019/08/09/raiders-antonio-brown-threatens-to-quit-nfl-in-bizarre-helmet-dispute/,Raiders’ Antonio Brown threatens to quit NFL in bizarre helmet dispute,0.372663196088856,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Bill Belichick,,2019,,,,Controversy,Negative,,High,Boston Herald,https://www.bostonherald.com/2019/12/11/patriots-head-coach-bill-belichick-reaches-nuisance-point-on-bengals-film-controversy/,Patriots head coach Bill Belichick reaches nuisance point on Bengals film controversy,0.1685475816315415,70.0,"After previous comments made regarding his coaches which resulted in further discussion, Fields clarified his stance with his coaches and team."
,,2019,,,,Controversy,Negative,,High,The Sport Journal,https://thesportjournal.org/article/deflategate-the-patriots-use-of-image-repair/,Deflategate: The Patriots’ Use of Image Repair,0.2710927593952469,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Colin Kaepernick,,2019,,,,Controversy,Negative,,Medium,The Ringer,https://www.theringer.com/2019/02/19/nfl/colin-kaepernick-nfl-protest-racial-injustice,The NFL Silenced Colin Kaepernick but Did Not Break Him,0.177802779701615,5.0,Made a racist tweet about white NFL playerss
Travis Scott,,2019,,,,Controversy,Negative,,High,BBC,https://www.bbc.com/news/newsbeat-47089066,"Maroon 5, Travis Scott and the Super Bowl half-time show controversy",0.1573307344254493,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2019,,,,Controversy,Negative,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2019/12/20/nfl-suffers-through-decade-controversy-scandal-and-shame/2706680001/,Opinion: This past decade of NFL scandals is the worst stretch ever for the league,0.1952333940669122,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2019,,,,Controversy,Negative,,Medium,The Atlantic,https://www.theatlantic.com/entertainment/archive/2019/02/maroon-5-super-bowl-halftime-preview-kaepernick/581695/,Even Maroon 5 Can’t Avoid Controversy This Super Bowl,0.152357465346676,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2019,,,,Controversy,Negative,,Medium,NPR,https://www.npr.org/2019/08/22/753387025/jay-z-roc-nation-nfl-partnership-colin-kaepernick,Opinion: Jay-Z Can't Roc With The NFL Unless Kaepernick Gets A Seat At The Table,0.1747969470216588,5.0,Made a racist tweet about white NFL playerss
,,2019,,,,Controversy,Positive,,High,Yahoo Finance,https://finance.yahoo.com/news/25-most-controversial-college-football-010605597.html,25 Most Controversial College Football Moments,0.1745073047322007,1.0,Response to a tweet that praises Texas running back 
,,2019,,,,Controversy,Negative,,Medium,Fox News,https://www.foxnews.com/entertainment/maroon-5-wont-hold-a-pre-super-bowl-halftime-show-press-conference-amid-protest-controversy,NFL criticized for canceling Maroon 5 Super Bowl press conference amid protest controversy,0.1568096514097219,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
,,2019,,,,Controversy,Positive,,Medium,Bham Now,https://bhamnow.com/2017/09/28/kneeling-in-protest-has-alabama-roots/,The history behind kneeling to protest includes Alabama,0.1782990350626744,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2019,,,,Controversy,Mixed,,Medium,Sports Business Journal,https://www.sportsbusinessjournal.com/Daily/Issues/2019/09/16/People-and-Pop-Culture/Ballers/,"""Ballers"" Recap: NFL Covers Up Controversy; Another OBJ Cameo",0.1499219452214378,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Zac Taylor,,2019,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/25945471/zac-taylor-defends-adding-jim-turner-fired-dolphins-bully-case-bengals-staff,"Zac Taylor defends adding Jim Turner, fired in Dolphins' bullying scandal, to Bengals staff",0.2008186871709014,19.0,Issues problems with family's flight under Alaska Airlines when they worked to visit him
Rams,,2019,,,,Controversy,Negative,,Medium,Yahoo Sports Australia,https://au.sports.yahoo.com/worst-no-call-ever-controversy-erupts-rams-advance-super-bowl-235549192.html,'Worst no-call ever': Controversy erupts as Rams advance to Super Bowl,0.152520776637433,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Roger Goodell,,2019,,,,Controversy,Negative,,Low,Houston Chronicle,https://www.houstonchronicle.com/sports/columnists/smith/article/While-fans-burn-over-NFL-officiating-Roger-13575180.php,"While fans burn over NFL officiating, Roger Goodell fiddles",0.1753478224511227,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
,,2019,,,,Controversy,Negative,,High,NBC News,https://www.nbcnews.com/think/opinion/colin-kaepernick-s-nfl-workout-was-debacle-because-teams-care-ncna1085176,Opinion | Kaepernick's NFL workout debacle shows teams never really cared about hiring him,0.1788530800573292,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Goodell,,2019,,,,Controversy,Neutral,,High,WMUR,https://www.wmur.com/article/roger-goodell-nfl-wont-draw-conclusions-until-patriots-video-investigation-is-complete/30209487,Goodell: NFL won't draw conclusions until Patriots video investigation is complete,0.1561399692902314,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Adam Levine,,2019,,,,Controversy,Negative,,High,CBS News,https://www.cbsnews.com/news/super-bowl-2019-maroon-5-adam-levine-addresses-halftime-show-controversy/,Super Bowl 2019: Maroon 5 front man Adam Levine addresses halftime show controversy,0.1456995989433175,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
Antonio Brown's,,2019,,,,Controversy,Negative,,High,USA Today,https://www.usatoday.com/story/sports/nfl/raiders/2019/08/11/antonio-brown-injury-helmet-controversy-absence-oakland-raiders-training-camp/1981524001/,"What we know about Antonio Brown's absence from Oakland Raiders, beef about helmets with NFL",0.4068266216496371,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Mardi Gras,,2019,,,,Controversy,Positive,,Medium,Fox News,https://www.foxnews.com/travel/mardi-gras-2019-parade-krewes-respond-blackface-mock-nfl,"Mardi Gras 2019: Parade krewes respond to blackface criticism, mock NFL",0.1745087999034183,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
,,2019,,,,Controversy,Negative,,Medium,CBS News,https://www.cbsnews.com/boston/news/patriots-bengals-spygate-accusations-nfl-week-15/,Newest Spygate Controversy Surrounding Patriots Just A 'Misunderstanding' With Bengals,0.1667366393042332,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Freddie Kitchens,,2019,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/28206183/steelers-blast-freddie-kitchens-controversial-shirt,Steelers blast Freddie Kitchens for controversial shirt,0.2811698460663595,17.0,Throws shade at former coach Kevin Stefanski regarding their time working together under the Cleveland Brown
Robert Kraft,,2019,,,,Controversy,Negative,,High,The Guardian,https://www.theguardian.com/sport/2019/feb/26/robert-kraft-allegations-prostitution-nfl-punishment-new-england-patriots,Will the NFL punish Robert Kraft and the Patriots over prostitution allegations?,0.1656296885054346,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Malcolm Jenkins,,2019,,,,Controversy,Mixed,,High,Billy Penn at WHYY,https://billypenn.com/2019/09/05/malcolm-jenkins-the-eagles-and-why-the-nfl-still-doesnt-have-a-policy-on-kneeling/,The Malcolm Jenkins controversy and why the NFL still doesn’t have a policy on kneeling,0.2085707179295556,36.0,Responds to criticism over golfing with Trump before the Eagles visited the White House
,,2019,,,,Controversy,Positive,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/spygate-part-ii-was-a-false-alarm-heres-why-patriots-had-film-crew-at-bengals-browns-game/,Spygate Part II was a false alarm: Here's why Patriots had film crew at Bengals-Browns game,0.2036060897399888,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
,,2019,,,,Controversy,Negative,,Medium,News-Times,https://www.newstimes.com/local/article/Former-Danbury-employee-alleges-discrimination-13667828.php,Lawsuit: NFL national anthem dispute reveals racist atmosphere in Danbury City Hall,0.3552913749327126,16.0,Pointing out the teammates who didn't show up to respect Rondale Moore's funeral
,,2019,,,,Controversy,Negative,,Medium,New York Post,https://nypost.com/2019/05/24/pacman-jones-retires-after-contentious-12-year-nfl-career/,Pacman Jones retires after controversial NFL career,0.14367985694543,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
Colin Kaepernick,,2019,,,,Controversy,Negative,,High,Business Insider,https://www.businessinsider.com/russian-trolls-used-colin-kaepernick-nfl-kneeling-debate-divide-2019-10,"Russian trolls tried to stoke racial divisions with the NFL kneeling debate and Colin Kaepernick well after 2016, Senate report says",0.2033861134999157,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2019,,,,Apology,Negative,,Medium,USA Today,https://www.usatoday.com/story/news/nation/2019/04/27/nfl-draft-donald-trump-nick-bosa-tweets-twitter-colin-kaepernick/3598371002/,NFL: Trump tells draft pick who called Kaepernick 'clown' in tweet to 'stay true to yourself',0.2150011411885173,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2019,,,,Controversy,Negative,,High,Philadelphia Magazine,https://www.phillymag.com/news/2019/07/31/shawn-bullard-rape-allegation/,Consultant Accuses Controversial Real Estate Developer Shawn Bullard of Rape,0.144829510527137,52.0,"Apologized for previous anti-Semitic posts made, one in which included a quote of Hitler about Jews "
Carson Wentz,,2019,,,,Controversy,Positive,,Medium,The New York Times,https://www.nytimes.com/athletic/796483/2019/02/04/carson-wentz-opens-up-about-controversial-article-relationship-with-teammates/,"Carson Wentz opens up about controversial article, relationship with Eagles teammates",0.2303222699695959,70.0,"After previous comments made regarding his coaches which resulted in further discussion, Fields clarified his stance with his coaches and team."
